HITId	tweet	sentiment	directness	annotator_sentiment	target	group
NULL	جبران باسيل قصدك عم يحكي الشباب	NULL	NULL	NULL	NULL	NULL
NULL	قام الحرس الثوري الأيراني ولليوم الثااني على التوالي بتوزيع الورود على أهالي حلب مستخدماً لهذه المهمة الفدان وئام وهاب 	NULL	NULL	NULL	NULL	NULL
NULL	والجولان مين رح يعيدا للعرب	NULL	NULL	NULL	NULL	NULL
4337.0	mf love pulsing games like ain't retarded already	normal	indirect	anger_disgust	other	other
4396.0	@user @user even country @user ! owned mongol people came afr @url	offensive	indirect	confusion_sadness	origin	special_needs
2950.0	truly presidential response. something orange twat @user knows nothing about. @url	offensive	indirect	indifference_disgust	other	individual
481.0	@user @user @user الحمد لله مايشربون بول البعير ويعتبرو سنه لك انتو وهابيه دينكم هجين	disrespectful	indirect	shock	origin	other
4644.0	@user @user @user @user mongoloid drill press make auto sear.nnthe @url	offensive_hateful	indirect	anger_sadness	origin	special_needs
NULL	مثلها مثل التعديات يلي موجودي على نهر الجاهلية صح اللا لا	NULL	NULL	NULL	NULL	NULL
4834.0	@user @user @user talking u retard	offensive	indirect	anger_disgust	disability	special_needs
NULL	الجولان معن يا أرنب	NULL	NULL	NULL	NULL	NULL
NULL	اكيد مصلحتو اهم من مصلحة البلد هيدا جبران باسيل لم ولن يتغير والآتي اعظم	NULL	NULL	NULL	NULL	NULL
999.0	@user @user something terrible happens president allowed comment anything else?nnstop retarded.	offensive	indirect	anger_sadness	disability	special_needs
3038.0	@user يا منحرفة صدمني فيسك الكيوتي مالت عليج	normal	indirect	shock_indifference	origin	individual
2380.0	د.سحر الهبدان : أهداف النظام هي مكافحة جريمة التحرش، والحيلولة دون وقوع جريمة التحرش، وتطبيق العقوبة على مرتكب الجر… @url	normal	direct	indifference	gender	women
2507.0	says stupid cunt wants strip americans rights. hey needs freedom @url	offensive	indirect	anger_indifference	other	women
NULL	لك ستي مو مشكلة اي شي بيلبق اوكي ماني دلول زيادة	NULL	NULL	NULL	NULL	NULL
NULL	درس فى التاريخ 	NULL	NULL	NULL	NULL	NULL
312.0	@user لزوم الشغل يا باشا ... ننطنطو وزغرطوا ... عشان الرعاع يصدقون الفلم وينجح المخرج بجدارة ... خنازير أمعات ...	offensive_disrespectful	indirect	anger_indifference	other	other
NULL	موفقين ونحن معكم وسنقرا لكم 	NULL	NULL	NULL	NULL	NULL
NULL	هذا المنطق الحاقد و الانتقاد النابع من حقد دفين ليس دفاعا عن الوزير باسيل و لكن هذا الاسلوب الدنيء	NULL	NULL	NULL	NULL	NULL
NULL	يسألونك عن لبنان قل هي دويلة يحكمها حزب الله بأوامر إيرانية 	NULL	NULL	NULL	NULL	NULL
NULL	"&#8220;@UTRagers: COLT MCCOY WINS&#8252;&#65039;
#HookEm&#128002;&#8221; he's still trash"	NULL	NULL	NULL	NULL	NULL
NULL	RT @nikaaaa3: Yankees winnnn!!! &#128153;	NULL	NULL	NULL	NULL	NULL
NULL	Igot to level 21 so far on flappy birds smh	NULL	NULL	NULL	NULL	NULL
NULL	طيب نحكي منطق معقول الشيخ نعيم حسن يقول على الملأ نؤيد سياسة وليد جنبلاط؟ معقول	NULL	NULL	NULL	NULL	NULL
NULL	Yes. And favorites this. RT @StraightCash08: @202SOLE please tell me you didn't buy that trash	NULL	NULL	NULL	NULL	NULL
3296.0	attacked raped immigrants eur	offensive	indirect	sadness_disgust	origin	individual
4115.0	potus- self centred twat. guns=more gun incidents. simple blooody maths ! everyone else @url	offensive	indirect	anger_indifference	other	women
NULL	"Why no boycott of racist ""redskins""?
#Redskins
#ChangeTheName
#ChangeTheMascot"	NULL	NULL	NULL	NULL	NULL
3566.0	@user @user lol. dreamers arent illegal aliens.	disrespectful_normal	indirect	confusion_indifference	origin	other
4840.0	said ching chong cafe yesterday i'm allowed back there.	fearful_abusive_disrespectful_hateful_normal	indirect	anger_confusion_fear_shock_sadness	origin	muslims
NULL	فرجنا عضلات لسانه 	NULL	NULL	NULL	NULL	NULL
124.0	@user @user @user تحتاج ان تفهم مشكلة اليمن اولا وبعدها نقدر نتكلم معك لا تنجرف مع خنازير الخنزيره	disrespectful	direct	indifference	other	individual
2093.0	@user also fuck calling faggot?	offensive	indirect	indifference_disgust	sexual_orientation	gay
1791.0	@user @user @user شعب قذر وسخ جميع الألفاظ السيئة تنطبق عليكم	abusive_hateful	indirect	anger_disgust	origin	other
NULL	والله مرات هالزلمي معه حق جاري جاب ورقة وعمل شاحط مخالف 	NULL	NULL	NULL	NULL	NULL
983.0	@user @user @user انتو مثل الحريم كلام من غير افعال كم من الحوثي ما قدرتو عليهم والحي… @url	hateful	indirect	shock	other	other
4066.0	faves would spit faggot _ actually bts they've openly supported lgbtq+ many times p @url	offensive_disrespectful	indirect	confusion_disgust	sexual_orientation	other
5015.0	nah nah bully retarded ahh fortnite players @url	offensive	indirect	anger_indifference	disability	special_needs
2619.0	get banned cunt @url	offensive	indirect	anger_indifference	gender	women
NULL	نسيت تقول الشهيد 	NULL	NULL	NULL	NULL	NULL
2002.0	blocked earlier tweet clearly drinking retarded juice.	offensive	indirect	sadness_disgust	disability	special_needs
NULL	المدن جبران باسيل مندوب مبيعات سوري	NULL	NULL	NULL	NULL	NULL
2038.0	@user brain dead retard. yeah terrorist kills handful people comparable w @url	offensive_disrespectful	indirect	anger_confusion_sadness_indifference_disgust	disability	special_needs
NULL	RT @JeneBramel: Clever. RT @LanceMcAlister: Watch Burfict make the hit and then mock officials by throwing a flag on himself. https://t.co/&#8230;	NULL	NULL	NULL	NULL	NULL
NULL	هدا الشعب اللي طرد الاسرائيلي لازم يصحى يوم ويطرد أصحاب المواكب لبنان كان درة المنطقة	NULL	NULL	NULL	NULL	NULL
NULL	i think i need to watch dawn of the planet of the apes now...	NULL	NULL	NULL	NULL	NULL
4139.0	@user even need give much thought.. retarded idea	offensive_disrespectful	indirect	anger_sadness	disability	special_needs
1956.0	@user @user much country either! soon another third world islamic shithole!	offensive	indirect	anger_fear_indifference_sadness_disgust	origin	other
1416.0	فكره التحرش دي بتبقي عامله زي ال حد اللي ماشي جعان و لقي مطعم حاطط سيخ الشاورما بره ، ف راح سرق السيخ ده و قال م هم… @url	offensive	indirect	indifference	other	other
5611.0	@user seem care illegal immigrants dreamer criminal children indigenous black @url	normal	indirect	shock_disgust	origin	immigrants
2740.0	@user لعنت الله علي محمد الهاشمي وفيصل القاسم كلهم خنازير قطر واعداء الاسﻻم والمسلمين	hateful	direct	shock	origin	muslims
4653.0	@user @user @user @user obvious internet cause tell facial expressions body language retard	abusive_offensive	indirect	anger_sadness	disability	special_needs
NULL	طلعت ريحتكن	NULL	NULL	NULL	NULL	NULL
NULL	@SugarShai2 youtube bear vs monkey bike race!	NULL	NULL	NULL	NULL	NULL
13.0	لكن حرمة متبرجة تقف على المسرح وتغني امام الر… @url	normal	indirect	indifference	gender	women
515.0	في واحد كويتي علشان علقت علي طال عمره قلبها لاجتياح إيراني وأننا شعب وسخ وقليل الأدب معلش احنا وحشيين ياخي وكوخة ام… @url	normal	indirect	indifference	origin	individual
577.0	@user support crackdown illegal immigrants... numerous reasons.... wall? wont stop anyt @url	abusive_hateful	indirect	anger_disgust	origin	immigrants
5526.0	@user  cunt played nakamura winger anaw refusal play 442	offensive	indirect	sadness_disgust	other	women
NULL	She has zebra tights in her take home bag, me and my mom are just &#128525;	NULL	NULL	NULL	NULL	NULL
NULL	So I've been pretty paranoid about the cooling weather bringing about an abundance of birds in Austin, NYC and Philadelphia.	NULL	NULL	NULL	NULL	NULL
4392.0	forest could win league record points recorded goodman still say shit. blokes twat!	normal	indirect	confusion_sadness	gender	women
NULL	@charloosss @keepitplur @nicoleariel_ I'll chug my tall can . but homegirl won't approve lol	NULL	NULL	NULL	NULL	NULL
NULL	@litigiousmind I skipped the running. And am eating chips. And brownies.	NULL	NULL	NULL	NULL	NULL
NULL	@OldManRo you should check it out... it aint animated and has Charlie Murphy in it	NULL	NULL	NULL	NULL	NULL
4428.0	@user @user punt feminazi's uprights let's get kavanaugh confirmed.	offensive	indirect	anger_confusion_sadness_indifference_disgust	gender	women
1193.0	ليفربول يلعن ابو القذارة اللي فيكم يا خنازير	abusive_offensive	indirect	indifference	other	other
NULL	كم من مليارات في ذمتهم ؟ 	NULL	NULL	NULL	NULL	NULL
NULL	RT @ChinaAfricaBlog: A nice round-up of voices in #China #Africa relations: 'China-Africa Trade: The Oriental Allure' http://t.co/7DWJovmeB&#8230;	NULL	NULL	NULL	NULL	NULL
NULL	RT @nebuladallas: i still live with hope that one day a hot rich boy will fall in love with me even though im trash	NULL	NULL	NULL	NULL	NULL
1346.0	ليست(فاسقةً أو فاجرة او عاهرة) لمجرد أنها متبرجة نعم هى معصية لكن لا علاقة لها بعفتهاوطهرها ليس كل من أتى معصية يصبح مهدر الحق مستباح العرض	normal	indirect	sadness	other	women
4725.0	i'm #metoo turns people fake empowerment. like guys trade horrific stories @url	offensive	indirect	anger_shock	other	women
3265.0	@user مالكم الا الدعس يا خنازير عزمي حقاره.	hateful	direct	shock	other	other
NULL	لما يناغشا قبل الزواج بيقللا مجنونة وبعد الزواج بيقللا مجنونة بس بغير طريقة	NULL	NULL	NULL	NULL	NULL
NULL	Mata'i ngeli, alu o polosi ho nifo..	NULL	NULL	NULL	NULL	NULL
232.0	بالعادة المتسعودين المسعورين بيستعملوا المنشار تحت تاثير تناول بول البعير..!! @url	hateful	direct	indifference	origin	other
1267.0	صح مشرد ب المانيه خليك ب بول البعير تبعك	abusive_disrespectful	indirect	indifference	other	other
5027.0	stan twitter thinks they're funny making jokes x's death . surpised ching chong junior dies @url	offensive	direct	fear_disgust	origin	women
NULL	"RT @GirlfriendNotes: reasons to be a mermaid:

- no periods
- no pants
- perfect hair
- u get to lure men into their death

also, free clam&#8230;"	NULL	NULL	NULL	NULL	NULL
3303.0	@user listen cat soup @url	offensive	indirect	anger_fear_indifference_sadness_disgust	other	other
2304.0	@user want bring crime corruption waving shithole countries f @url	offensive	indirect	shock_disgust	origin	other
1086.0	feeding food convenient herfor pass earth: saffronbreathing mongoloid skinsygni g @url	offensive	indirect	anger_sadness	disability	special_needs
516.0	من حقد العواذل وعيون #الحريم… @url	offensive	indirect	indifference	other	women
NULL	@wienerherzog Perfect stock photography for an article about not letting a leprechaun-looking handyman get into your liquor cabinet	NULL	NULL	NULL	NULL	NULL
NULL	نريد فقط رجال لديهم من الوطنية وحس المسؤولية لاستبدال طبقة فشلت عند كل استحقاق من … 	NULL	NULL	NULL	NULL	NULL
2948.0	retard.. @url	abusive_offensive	indirect	anger_disgust	disability	special_needs
2878.0	@user bloody hell lock cunt box forever	offensive	indirect	anger_sadness_shock_indifference_disgust	other	women
4638.0	@user patience practiced door steps. retard got deserved mental asylum.	offensive_hateful	indirect	anger_confusion_sadness_indifference_disgust	disability	special_needs
2586.0	@user '' putted '' typical mongy hobbo spelling that.	offensive	indirect	indifference_disgust	disability	special_needs
3325.0	@user @user @user @user @user someone retweets jokes calling sad twat 	offensive	indirect	anger_shock	other	women
NULL	@Pepper_Redbone @Yankees @Mets Oh yeah. And the annoying damn duck calls?? They outta be banned. Duck horns??	NULL	NULL	NULL	NULL	NULL
NULL	اولا تحرروا من حصار زعيمي عصابة امل وحزب الشيطان	NULL	NULL	NULL	NULL	NULL
NULL	شوف ياخي شوف حابكينها كلهن من زمان	NULL	NULL	NULL	NULL	NULL
NULL	قطر لها سياستها و حساباتها و كن اكيد انه لم يكن ليدعس في لبنان لولا خلافه مع السعودية و علاقته الجيدة 	NULL	NULL	NULL	NULL	NULL
NULL	افهم ما قاله جبران باسيل وأتفهمه، كما افهم موقف حدا جذري متل اسعد ابو خليل، لكن لا افهم ولا اتفهم من يخون هذا او ذا…	NULL	NULL	NULL	NULL	NULL
1231.0	guess obama back home country armed #globalwarming rhetoric beat poor country shithole. @url	offensive	indirect	sadness_indifference	origin	immigrants
NULL	والله انت بتسلينا اوعى توقف كتابي العقاب لوهاب وهاب قاتل ابو دياب 	NULL	NULL	NULL	NULL	NULL
NULL	RT @OTRAUpdates2015: Rumours that the boys will be touring around the world for OTRA Tour and it will end in the UK/Ireland as a welcome ho&#8230;	NULL	NULL	NULL	NULL	NULL
3040.0	@user i'm bored. kavanaugh boring. let's go back country killing yemeni school kids jailing 3 year @url	fearful_offensive	indirect	anger_confusion_sadness_shock_disgust	origin	other
NULL	والك عين تدافع عن روسيا وهيي عم تعترف انو كل طلعة لأسرائيل عندا علم فيها ، ولشو وجود الروس اذا مش جايين يدافعو عن الشعب والقيادة السورية ، هيدا دليل انو الروس واسرائيل واميركا هني ب ، تفضلوا ردوا يا روس ع إسرائيل ووين الدفاعات الجوية لي	NULL	NULL	NULL	NULL	NULL
2389.0	awful man faggot homophobe @url	abusive_hateful	indirect	anger_confusion_sadness_indifference_fear	sexual_orientation	individual
NULL	قوات سوريا الديمقراطية تتفاوض مع الأسد لتسليم المناطق التي تسيطر عليها الى الدولة السورية التي سيتم تشكيلها بعد رحيل الأسد	NULL	NULL	NULL	NULL	NULL
3756.0	@user fuck retard lol	offensive	indirect	shock_disgust	disability	special_needs
5285.0	@user need answers  bc make fine ass dyke	offensive	indirect	anger_sadness	sexual_orientation	left_wing_people
4072.0	@user @user world given itself.nnbut shithole country called usa has. excep @url	offensive	indirect	anger_indifference	origin	other
NULL	You all are retarded if you really Kendrick was trying to diss all those rappers, don't think just cuz names were said he was coming at them	NULL	NULL	NULL	NULL	NULL
NULL	@HBergHattie @snkscoyote I wonder if the progs didn't relegate young black men to the ghettos to keep them away from harry reid's friends...	NULL	NULL	NULL	NULL	NULL
NULL	"@NG5_ Thirsty Giants are always like ""ho, ho, ho"""	NULL	NULL	NULL	NULL	NULL
2980.0	#feminists called #feminazi @url	offensive	indirect	indifference_disgust	origin	women
NULL	مبلا بيقدر يغضب علينا اكتر ويستقيل ويجي محله جبران باسيل	NULL	NULL	NULL	NULL	NULL
NULL	"RT @YankeesWFAN: One scout said Prado is ""first team most underrated."" Gives the Yankees a 2b through 2016, could slide to 3b if needed too."	NULL	NULL	NULL	NULL	NULL
NULL	لا تحزني يا ميرا هذا زمن الصعاليك 	NULL	NULL	NULL	NULL	NULL
2659.0	@user &amp; hysterical #feminazi cabal reached new low.	offensive	indirect	anger_sadness_shock_indifference_disgust	gender	women
NULL	NBA, handle your zebras.	NULL	NULL	NULL	NULL	NULL
NULL	جبران باسيل بِنَجِّح تلات كتّاب عدل من نفس البيت و نفس البطن و نبيه بري بقدّم تلات اخوة شُهدا لَتِبقى الأرض و يِبقى العُ…	NULL	NULL	NULL	NULL	NULL
NULL	قوم فوت نام 	NULL	NULL	NULL	NULL	NULL
2998.0	الشعب المصري ده اكتر شعب عنصري و وسخ من جوه بطريقه فظيعه يعني إلا من رحم ربي	offensive	direct	shock	origin	other
773.0	@user lol. called twat you? :d	offensive	indirect	confusion_sadness_shock_indifference_disgust	gender	other
4655.0	@user @user @user since slipped retard zone absolutely idea terroris @url	abusive_offensive	indirect	anger_sadness	disability	special_needs
284.0	america pay back ching chong bing bong ass niggas @url	fearful_offensive	indirect	shock_indifference	origin	muslims
NULL	Trending: 2 adult human skulls found in trash in Connecticut http://t.co/bykFaoYk6y http://t.co/f8GRqk3Tc8	NULL	NULL	NULL	NULL	NULL
NULL	أستاذ فارس هذا هو كلام الحق وهكذا عرفناك لا نريد عودته إلى لبنان لانه لا ينتمي إلى لبنان وشعب لبنان الشرفاء	NULL	NULL	NULL	NULL	NULL
3244.0	i'm twat i'm drunk allowed alcohol	offensive	indirect	anger_disgust	origin	women
1759.0	@user @user في الغرب حرية جنسية تقوم جزئيا على التحرش كوسيلة تعبير وأصطياد وليست مدانة سياسا ونادر م… @url	offensive	direct	shock	gender	women
3195.0	fuck game gay retarded	fearful_abusive_offensive_hateful_disrespectful	indirect	anger_confusion_shock_indifference_disgust	sexual_orientation	gay
2195.0	مغربيات يطلقن حملة #إلا_ضسر_صفري لمواجهة التحرش الجنسي بالمغرب @url @url	normal	direct	sadness_indifference	gender	women
NULL	كيف تضعون حدا لقطر أخبرنا حضرتك 	NULL	NULL	NULL	NULL	NULL
NULL	بتحس مذيعات عم تنتقم بس تذيع النشرة سمّ و تسمسم خاصة بس تقول جبران باسيل	NULL	NULL	NULL	NULL	NULL
4827.0	spic y'all.....the first time heard 13 like umm what? say speak? lol som @url	fearful_abusive_hateful_disrespectful_normal	indirect	shock_disgust	origin	individual
3377.0	someone pls tell 12 year old called ching chong bitch today looked funny wearing grill. hate sb much	normal	indirect	anger_fear_shock_sadness_disgust	origin	muslims
3022.0	@user dont speak ching chong chung language	abusive_offensive	indirect	sadness_indifference	origin	muslims
NULL	Finding cheap 240s on Craigslist but they all need a new tranny &#128553;&#128532;	NULL	NULL	NULL	NULL	NULL
NULL	احد منكم يشرح لنا هل االذين يخونون جبران باسيل تاريخهم حافل بالنضال و اغلبهم مصاب على جبهات الجنوب	NULL	NULL	NULL	NULL	NULL
NULL	لا أحب البرازيل و لا أحب القهوة لا أحب سويسرا لكنني أحب الشكليطة	NULL	NULL	NULL	NULL	NULL
NULL	RT @NDFootball: Winston connects with Greene on the slant across the middle for the score. Ball game is tied, 17-17.	NULL	NULL	NULL	NULL	NULL
NULL	"""@complex_uk: Ashley Young has tried to deny that bird s*** landed in his mouth ---&gt; http://t.co/mlr5eWgonK https://t.co/AvCHFj7reM"" hahaha"	NULL	NULL	NULL	NULL	NULL
NULL	RT @TFCbooks: Friday 6pm @busboysandpoets Vivek Balk: Bengali Harlem &amp; the Lost Histories of South Asian America http://t.co/veYAqnAiDG &#8230; @&#8230;	NULL	NULL	NULL	NULL	NULL
NULL	@UdrewhendersonU Nope. Super chocolatey yummy brownies.	NULL	NULL	NULL	NULL	NULL
710.0	give past hour i've trying take decent picture eyes keep coming retarded	offensive_normal	indirect	anger_confusion_sadness_fear_disgust	disability	special_needs
NULL	RT @ShelleT1986: Great start the morning! My daughter danced herself into the coffee table and gave herself a nice shiner... Yea she's a wh&#8230;	NULL	NULL	NULL	NULL	NULL
1100.0	يا غاوي مشي الحريم مشي الحريم بطال بيعرفوك في الرخا وينسوك في يوم بطال ..	hateful	direct	anger_disgust	gender	women
2253.0	جنوب منجسة خنازير بني سعود @url	hateful	direct	anger_indifference	origin	other
849.0	@user @user @user 2 price 1 guaranteed less 4 accounts feminazi @url	offensive_hateful	indirect	anger_fear_shock_indifference_sadness	gender	women
NULL	و هل يجوز لحسن و الإيراني أن ييقتل الشعب السوري كلا الأطراف القرضاوي و ما ذكرتهم أعداء للمنطقة	NULL	NULL	NULL	NULL	NULL
3927.0	thanks complete fucking mongoloid goes parents church flunnthe kicker sh @url	offensive	indirect	confusion_fear_shock_sadness_disgust	origin	special_needs
2617.0	political alignment == musical merit wanna argue keep lil nigger lips shut @url	offensive	indirect	fear_disgust	origin	individual
5543.0	@user governments water 3rd world shithole countries. regulation based solution. j @url	abusive_offensive	indirect	confusion_shock	origin	left_wing_people
NULL	"Every time I play a Patapon game and hear the ""Ushishi Theme"", I think of a beatboxing monkey. ""YO YO YO GET UPPA!!!"""	NULL	NULL	NULL	NULL	NULL
5372.0	bro...i love nigger! @url	fearful_hateful	indirect	confusion_indifference	gender	other
NULL	@tayscalf must have run out of brownies	NULL	NULL	NULL	NULL	NULL
NULL	كيف لقضاء يترأسه من يترأس عثمان ان يحاسبه الفساد مغطيهم 	NULL	NULL	NULL	NULL	NULL
NULL	The boy who shot albino deer http://t.co/D4XajBEIb1	NULL	NULL	NULL	NULL	NULL
NULL	"""Yaoooooooo @yea_im_JAMAICAN: Mawnin yardies! &#128154;&#128155;&#128536;"""	NULL	NULL	NULL	NULL	NULL
4654.0	fuck faggot	offensive	indirect	anger_sadness	sexual_orientation	individual
NULL	مرة واحد معي بالشغل من كوبا عم يسألني عن الأكراد انو مين وشر بيفرقوا عن العرب صفنت شوي وقلتلله ما بعرف شو أقلك متل بعض تماما بس واحد بيحكي كردي والتاني بيحكي عربي	NULL	NULL	NULL	NULL	NULL
5381.0	beauty living shithole country. live post office broken device would never del @url	hateful	indirect	anger_confusion_fear_indifference_sadness	origin	individual
NULL	وديعة قطر تشبه لعبة الدين العام 	NULL	NULL	NULL	NULL	NULL
NULL	Bought this Lp in Manchester the other week, had no idea it was coloured vinyl. Man what a steal!!!!! #VinylGasm #Re-Machined	NULL	NULL	NULL	NULL	NULL
3381.0	yeah can't careful. know people shithole countries mi @url	offensive	indirect	anger_sadness	origin	special_needs
NULL	كلامي ان حزب الله الحامي الوحيد للبنان معناه ان في لبنان	NULL	NULL	NULL	NULL	NULL
3181.0	@user لعنة الله عليك وعلى إيران يا خنزير	abusive_hateful	indirect	anger_disgust	origin	other
NULL	له يا غالي نزعتا معنا معقووووول ولا كاتب عدل علوي ولا وزير وحتى سرقو مننا واحد من مدراء عامين حتى ح  	NULL	NULL	NULL	NULL	NULL
1288.0	تشوفين الأم سنعة وظفره  وحشيمه تجيك بنتها بايرة  و رفله  طويلة لسان	offensive	indirect	indifference	gender	women
NULL	لا نشك بعدالة القضاء 	NULL	NULL	NULL	NULL	NULL
NULL	متلك كتار تاركين الدني ومش شايفين إلا الوزير باسيل قال هيك جبران عمل هيك  يا ريت انت وغيرك بتحكوا	NULL	NULL	NULL	NULL	NULL
NULL	من اعطاك مفتاح بيروت حتى تمنع من تريد ،وتستقبل من تريد بيروت عاصمة مشرعة الابواب 	NULL	NULL	NULL	NULL	NULL
1779.0	@user @user oh look another jumped feminazi looking sexism there.	offensive_disrespectful	indirect	anger_disgust	gender	women
122.0	@user @user @user خنزير اكتروني @url	offensive	direct	shock	other	other
3934.0	@user pathetic. bully child nerve try call retarded?? @url	hateful_normal	indirect	anger_disgust	other	other
NULL	لو ما في سلاح حزب الله كنّا شفناك بالسجن كنّا شفناك عم تتحاكم لانك قتلت محمد بو دياب كنا شفناك متل… 	NULL	NULL	NULL	NULL	NULL
5185.0	end work till 11 &amp; i'm hosting laughing phone. look like retard &amp; know laugh ain't cute quite	offensive	indirect	fear_disgust	disability	special_needs
2058.0	ياخي اخلاق اليهود والمنافقين وحدة ..	offensive	indirect	indifference_disgust	other	jews
3753.0	try called beaner' spic' told go back country' white people never ex @url	offensive	indirect	shock_disgust	origin	hispanics
NULL	"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now."""	NULL	NULL	NULL	NULL	NULL
3662.0	@user think one least offensive things call us gays. nbesides enjoy faggot 2 mash &amp; gravy  x	fearful_abusive_offensive_hateful_disrespectful	indirect	anger_fear_indifference_sadness_disgust	origin	special_needs
NULL	دمشق كانت وسوف تبقى عاصمة الامة 	NULL	NULL	NULL	NULL	NULL
NULL	اللهم عليك بالحكام العرب و راموس	NULL	NULL	NULL	NULL	NULL
1445.0	@user @user @user @user @user والله ما ينحرق قلب مؤمن مهما فعل به خنازير الخلق .....	abusive_hateful	direct	shock	other	other
NULL	janet Jackson's nip slip #iconic	NULL	NULL	NULL	NULL	NULL
1982.0	buncha called shithole countries sure sending shitty fuckin people... last week @url	offensive	indirect	sadness_indifference	other	other
NULL	@BasketballPics whoever made this twitter doesnt like the Lakers... they r making a comeback but this accnt still continues to trash talk em	NULL	NULL	NULL	NULL	NULL
2402.0	@user @user @user @user @user @user  يا سكران في بول البعير أو محشش زق الب… @url	abusive_disrespectful	direct	anger_disgust	origin	individual
869.0	@user @user @user هههههه و الله انكم مسخرة الشعوب يا شعب الصفر يا كفار قريش متواكم جهنم ان شاء الله يا شاربي بول البعير	offensive	direct	indifference	other	other
3561.0	@user u look retard face 	offensive	indirect	sadness_indifference	gender	special_needs
NULL	Amazing. You know what they say about birds of a feather http://t.co/mefmPB3aW5	NULL	NULL	NULL	NULL	NULL
NULL	RT @vexedmentals: draya really out catching a tan while her son looking out the window like the ikea monkey while everybody trick or treati&#8230;	NULL	NULL	NULL	NULL	NULL
NULL	View from the ghetto ain't bad, Rio http://t.co/umjPU8gT	NULL	NULL	NULL	NULL	NULL
5405.0	@user poor sweden. turning shithole country. eurofruits want help w @url	fearful_offensive_hateful_disrespectful_normal	indirect	sadness_disgust	origin	other
NULL	@DonLemonCNN @DanaBashCNN u both sorry to give racist @SenTedCruz a platform w his trash language Dana ur intvw was below kindergarten level	NULL	NULL	NULL	NULL	NULL
394.0	@user @user @user @user طب مش عيب يبقي خنزير ويبقي بلحة ويلبس مرشدكو النقاب ويخليكوا ك… @url	disrespectful	indirect	disgust	other	other
986.0	feminazi sluts prosecuted false accusations publicly defame @url	offensive	direct	indifference_disgust	other	left_wing_people
NULL	لقد احتكمت الى القضاء يا أستاذ وهاب بخصوص حادثة الجاهلية اعتقد انه يجب عليك انتظار التحقيق القضائي قب… 	NULL	NULL	NULL	NULL	NULL
2208.0	حد هنا اتكلم قبل كدة عن عدم جدوى شكوانا ع النت من التحرش وانه مابيوصلش لطبقات كتير.. اللي اتكلموا واتحمقوا كانوا شب… @url	normal	indirect	confusion_fear_indifference_sadness_disgust	other	other
3047.0	ain't know retarded way met yall	fearful_abusive_offensive_disrespectful_normal	indirect	sadness_disgust	disability	special_needs
3358.0	always asians model typical old types mongoloid idk like evolution human ? @url	offensive	indirect	anger_confusion_sadness_indifference_disgust	origin	asians
4253.0	#mongol #warriors ambush tumed feast 1216/1217. learn video campaign:@url @url	offensive	indirect	confusion_sadness_shock_indifference_disgust	disability	other
901.0	من اسباب ظاهرة التحرش بالمرأة: @url	normal	indirect	indifference	other	women
4103.0	@user one retard frank ocean raf	offensive_disrespectful	indirect	shock_indifference	disability	special_needs
NULL	Like Baathists before them, #ISIS &amp; Al Qaeda supporters' rivalry is as absurd as their cause - battling for who's the more authentic Jihadi	NULL	NULL	NULL	NULL	NULL
5038.0	@user clearly twat	disrespectful	indirect	confusion_shock	gender	women
NULL	اذا فريق ونص المباريات زبالة شلون وقت بتصير البطولة ب فريق	NULL	NULL	NULL	NULL	NULL
3075.0	اللهم اني أعوذ بك من مراهقة بعض الحريم المتأخرة	normal	indirect	indifference	gender	women
1430.0	@user @user @user @user @user @user gang bangers/leftist domestic terror @url	offensive	indirect	shock_disgust	other	left_wing_people
1415.0	@user @user @user الحريم هم اللي يتوزون ورا التركي والايراني عشان يحمون نفسهم	hateful	indirect	disgust	origin	women
NULL	@cleggzta Ho ho ho.	NULL	NULL	NULL	NULL	NULL
1802.0	@user @user @user انت اشرب بول البعير. وسكت	offensive	indirect	disgust	origin	individual
NULL	"RT @dril: night time falls. im ""corie latin"" now. a man of intrigue. i place a bird feather into my glass of scotch and i never do posts ab&#8230;"	NULL	NULL	NULL	NULL	NULL
NULL	روح جيب كهرباء وبلا هل شعارات الوهمية يلي قوم شتغل يا صبي	NULL	NULL	NULL	NULL	NULL
NULL	القمة التنموية أقرت اقتراحا لبنانيا مهما في شأن أزمة النازحين واللاجئين سيذيعه وزير الخارجية والمغتربين في حكومة تصريف ا…	NULL	NULL	NULL	NULL	NULL
NULL	انت صوت الحق 	NULL	NULL	NULL	NULL	NULL
505.0	@user looks like he'd call dirty spic hair long &amp; blonde 	hateful	indirect	anger_fear	origin	special_needs
NULL	كالعادة يوم جديد مليئ بالتخوين بحق جبران باسيل	NULL	NULL	NULL	NULL	NULL
1494.0	ولو اتخطبت تبقا خاينه وقليله الاصل ...ولو فضلت مستنياه تبقا بايره ومش لاقيه حد يعبرها فيهملها واول ماتجيله فرصه يخط… @url	disrespectful_normal	indirect	indifference	gender	women
3058.0	التحرش.. بلاء لم يردعه…	normal	indirect	indifference	other	women
860.0	@user actively enjoy dim witted mongoloid?	offensive_hateful	indirect	anger_confusion	origin	individual
1386.0	يا جماعة بكل احترام و محبة فكروا بضحايا التحرش الجنسي و الاغتصاب بس تعملو شير لاراء و صور . ممكن تحطو الهاشتاغ اول… @url	normal	direct	shock	other	other
